INDX,wave,group,id,keep,obs_filter,dir_const,travel,Block Group,duration,speed,driveduration,stopduration,Telephone,Texting,Smoking,Belt,Pass,Agman,Agpassenger,Agother,total,begin_time1,end_time1,begin_time2,end_time2,begin_time3,end_time3,begin_time4,end_time4,begin_time5,end_time5,begin_time6,end_time6,begin_time7,end_time7,begin_time8,end_time8,begin_time9,end_time9,begin_time10,end_time10,begin_time11,end_time11,begin_time12,end_time12,arrival_time,e1,e2,e3,e4,e5,e6,e7,e8,e9,r1,r2,interviewer,startpoint,endpoint,starttime,endtime,travelcode,distance,direction
225,3rd wave - Anonimous,3rd wave - New or former control,47,0,Drop,Observation filtered out,Tbilisi-Shrosha,Zestaponi,156,70.86956787,138,18,5,0,0,6,1,0,0,0,12,10/18/2016 10:25,10/18/2016 10:55,10/18/2016 10:55,10/18/2016 11:25,10/18/2016 11:25,10/18/2016 11:55,10/18/2016 11:55,10/18/2016 12:25,10/18/2016 12:25,10/18/2016 12:55,10/18/2016 12:55,10/18/2016 13:01,,,,,,,,,,,,,10/18/2016 13:01,1,1,0,0,0,1,0,0,0,4,4,1805,Tbilisi,Shrosha,10/18/2016 10:25,10/18/2016 13:01,TBS-Shrosha / Shrosha--TBS,163,From Tbilisi
226,2nd wave - Non-anonimous,2nd wave - Treatment,179,1,Keep,Same direction or one trip only,Akhaltsikhe-Tbilisi,Akhaltsikhe,172,71.77914429,163,9,0,0,0,6,0,0,0,0,6,9/28/2016 14:51,9/28/2016 15:19,9/28/2016 15:19,9/28/2016 15:51,9/28/2016 15:52,9/28/2016 16:19,9/28/2016 16:19,9/28/2016 16:49,9/28/2016 16:49,9/28/2016 17:19,9/28/2016 17:19,9/28/2016 17:43,,,,,,,,,,,,,9/28/2016 17:44,0,1,0,0,0,-2,0,1,0,4,4,1805,Akhaltsikhe,Tbilisi,9/28/2016 14:51,9/28/2016 17:43,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,To Tbilisi
227,2nd wave - Non-anonimous,2nd wave - Treatment,227,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,52,80.7692337,52,0,0,0,0,0,0,0,0,0,0,9/29/2016 13:51,9/29/2016 14:21,9/29/2016 14:21,9/29/2016 14:43,,,,,,,,,,,,,,,,,,,,,9/29/2016 14:43,1,-1,0,0,1,1,0,1,0,5,5,1828,Gori,Tbilisi,9/29/2016 13:51,9/29/2016 14:43,TBS-Gori / Gori--TBS,70,To Tbilisi
228,1st wave - Anonimous,1st wave - Control,37,1,Keep,Same direction or one trip only,Tbilisi-Zestaponi,Zestaponi,150,77.69784546,139,11,3,0,0,0,11,8,0,1,23,9/21/2016 10:16,9/21/2016 10:46,9/21/2016 10:46,9/21/2016 11:16,9/21/2016 11:16,9/21/2016 11:46,9/21/2016 11:46,9/21/2016 12:17,9/21/2016 12:17,9/21/2016 12:46,,,,,,,,,,,,,,,9/21/2016 12:46,1,-1,0,0,0,1,0,1,0,3,4,1832,Tbilisi,Zestaponi,9/21/2016 10:16,9/21/2016 12:46,TBS-Zestaponi / Zestaponi--TBS,180,From Tbilisi
229,2nd wave - Non-anonimous,2nd wave - Treatment,229,1,Keep,Same direction or one trip only,Tbilisi-Gurjaani,Gurjaani,101,56.40000153,100,1,1,0,0,4,0,0,0,0,5,9/29/2016 9:40,9/29/2016 10:09,9/29/2016 10:10,9/29/2016 10:43,9/29/2016 10:43,9/29/2016 11:06,9/29/2016 11:10,9/29/2016 11:21,,,,,,,,,,,,,,,,,9/29/2016 11:21,1,1,0,1,1,1,0,1,0,5,4,1805,Tbilisi,Gurjaani,9/29/2016 9:40,9/29/2016 11:21,TBS-Gurjaani / Gurjaani--TBS,94,From Tbilisi
230,3rd wave - Anonimous,3rd wave - New or former control,23,1,Keep,Same direction or one trip only,Ksani-Tbilisi,Ksani,27,57.69230652,26,1,0,0,0,1,0,0,0,0,1,10/19/2016 15:10,10/19/2016 15:37,,,,,,,,,,,,,,,,,,,,,,,10/19/2016 15:55,0,0,1,0,0,1,0,1,0,4,4,1838,Ksani,Tbilisi,10/19/2016 15:10,10/19/2016 15:37,TBS-Ksani / Ksani--TBS,25,To Tbilisi
231,1st wave - Anonimous,1st wave - Control,231,1,Keep,Same direction or one trip only,Tbilisi-Kharagauli,Zestaponi,141,76.64233398,137,4,5,0,3,0,6,4,0,0,18,9/21/2016 9:48,9/21/2016 10:20,9/21/2016 10:20,9/21/2016 10:50,9/21/2016 10:50,9/21/2016 11:20,9/21/2016 11:20,9/21/2016 11:50,9/21/2016 11:50,9/21/2016 12:09,,,,,,,,,,,,,,,9/21/2016 12:10,1,1,0,0,0,1,0,1,0,3,3,1836,Tbilisi,Kharagauli,9/21/2016 9:48,9/21/2016 12:09,TBS-Kharagauli / Kharagauli--TBS,175,From Tbilisi
232,3rd wave - Anonimous,3rd wave - New or former control,232,1,Keep,Same direction or one trip only,Mtskheta-Tbilisi,Mtskheta,19,35.29411697,17,2,0,0,0,0,2,4,0,0,6,10/11/2016 10:53,10/11/2016 11:12,,,,,,,,,,,,,,,,,,,,,,,10/11/2016 11:12,1,1,1,0,0,1,0,1,0,2,2,1853,Mtskheta,Tbilisi,10/11/2016 10:53,10/11/2016 11:12,TBS-Mtskheta / Mtskheta--TBS,10,To Tbilisi
233,3rd wave - Anonimous,3rd wave - New or former control,233,1,Keep,Same direction or one trip only,Kutaisi-Tbilisi,Kutaisi,207,66.5625,192,15,1,0,3,0,4,0,0,0,8,10/13/2016 17:28,10/13/2016 17:58,10/13/2016 17:58,10/13/2016 18:28,10/13/2016 18:28,10/13/2016 18:58,10/13/2016 18:58,10/13/2016 19:28,10/13/2016 19:28,10/13/2016 19:58,10/13/2016 19:58,10/13/2016 20:27,10/13/2016 20:28,10/13/2016 20:55,,,,,,,,,,,10/13/2016 20:56,1,1,0,0,0,1,0,1,0,5,5,1828,Kutaisi,Tbilisi,10/13/2016 17:28,10/13/2016 20:55,TBS-Kutaisi / Kutaisi--TBS,213,To Tbilisi
234,3rd wave - Anonimous,3rd wave - Former treatment,234,0,Drop,Observation filtered out,Tbilisi-Martvili,Martvili,221,82.69429779,193,28,10,0,6,0,6,0,0,0,22,10/12/2016 9:18,10/12/2016 9:47,10/12/2016 9:48,10/12/2016 10:19,10/12/2016 10:19,10/12/2016 10:48,10/12/2016 10:48,10/12/2016 11:20,10/12/2016 11:20,10/12/2016 11:48,10/12/2016 11:48,10/12/2016 12:18,10/12/2016 12:18,10/12/2016 12:48,10/12/2016 12:48,10/12/2016 12:59,,,,,,,,,10/12/2016 13:02,1,-1,0,0,-1,1,0,1,0,4,4,1839,Tbilisi,Martvili,10/12/2016 9:18,10/12/2016 12:59,TBS-Martvili / Martvili--TBS,266,From Tbilisi
235,1st wave - Anonimous,1st wave - Control,235,1,Keep,Same direction or one trip only,Mukhrani-Tbilisi,Ksani,42,42.63158035,38,4,0,0,0,0,2,0,0,0,2,9/20/2016 13:53,9/20/2016 14:23,9/20/2016 14:23,9/20/2016 14:35,,,,,,,,,,,,,,,,,,,,,9/20/2016 14:35,1,1,0,0,0,1,0,1,1,5,4,1841,Mukhrani,Tbilisi,9/20/2016 13:53,9/20/2016 14:35,TBS-Mukhrani / Mukhrani--TBS,27,To Tbilisi
236,3rd wave - Anonimous,3rd wave - New or former control,236,1,Keep,Same direction or one trip only,Kutaisi-Tbilisi,Kutaisi,217,63.90000153,200,17,4,0,0,0,0,8,0,0,12,10/20/2016 16:30,10/20/2016 16:59,10/20/2016 16:59,10/20/2016 17:30,10/20/2016 17:30,10/20/2016 18:01,10/20/2016 18:01,10/20/2016 18:30,10/20/2016 18:30,10/20/2016 18:59,10/20/2016 18:59,10/20/2016 19:29,10/20/2016 19:29,10/20/2016 20:07,,,,,,,,,,,10/20/2016 20:07,1,1,0,1,1,1,0,1,0,5,5,1853,Kutaisi,Tbilisi,10/20/2016 16:30,10/20/2016 20:07,TBS-Kutaisi / Kutaisi--TBS,213,To Tbilisi
237,3rd wave - Anonimous,3rd wave - Former treatment,229,1,Keep,Same direction or one trip only,Tbilisi-Gurjaani,Gurjaani,81,69.62963104,81,0,1,0,0,0,2,0,0,0,3,10/11/2016 9:43,10/11/2016 10:13,10/11/2016 10:13,10/11/2016 10:43,10/11/2016 10:43,10/11/2016 11:04,,,,,,,,,,,,,,,,,,,10/11/2016 11:04,1,0,0,0,0,1,0,1,0,3,3,1810,Tbilisi,Gurjaani,10/11/2016 9:43,10/11/2016 11:04,TBS-Gurjaani / Gurjaani--TBS,94,From Tbilisi
238,1st wave - Anonimous,1st wave - Control,158,1,Keep,Same direction or one trip only,Tbilisi-Chkoni,Martvili,237,72.87670898,219,18,1,0,12,4,16,10,0,0,43,9/21/2016 9:15,9/21/2016 9:45,9/21/2016 9:45,9/21/2016 10:15,9/21/2016 10:15,9/21/2016 10:45,9/21/2016 10:45,9/21/2016 11:15,9/21/2016 11:15,9/21/2016 11:45,9/21/2016 11:45,9/21/2016 12:15,9/21/2016 12:15,9/21/2016 12:45,9/21/2016 12:45,9/21/2016 13:12,,,,,,,,,9/21/2016 13:12,1,0,1,1,1,1,1,1,0,4,3,1834,Tbilisi,Chkoni,9/21/2016 9:15,9/21/2016 13:12,TBS-Chkoni / Chkoni--TBS,266,From Tbilisi
239,3rd wave - Anonimous,3rd wave - New or former control,239,1,Keep,Different directions,Tbilisi-Chokhatauri,Samtredia,274,59.34306717,274,0,4,4,7,0,11,11,0,0,37,10/20/2016 12:22,10/20/2016 12:54,10/20/2016 12:54,10/20/2016 13:24,10/20/2016 13:24,10/20/2016 13:54,10/20/2016 13:54,10/20/2016 14:24,10/20/2016 14:24,10/20/2016 14:54,10/20/2016 14:54,10/20/2016 15:24,10/20/2016 15:24,10/20/2016 15:57,10/20/2016 15:58,10/20/2016 16:26,10/20/2016 16:26,10/20/2016 16:56,,,,,,,10/20/2016 16:56,1,1,0,0,0,1,0,1,0,1,2,1851,Tbilisi,Chokhatauri,10/20/2016 12:22,10/20/2016 16:56,TBS-Chokhatauri / Chokhatauri--TBS,271,From Tbilisi
240,2nd wave - Non-anonimous,2nd wave - Treatment,54,1,Keep,Different directions,Tbilisi-Kvareli,Kvareli,156,49.20000076,150,6,0,0,0,0,3,0,0,0,3,9/29/2016 9:45,9/29/2016 10:15,9/29/2016 10:15,9/29/2016 10:45,9/29/2016 10:45,9/29/2016 11:15,9/29/2016 11:15,9/29/2016 11:45,9/29/2016 11:45,9/29/2016 12:15,9/29/2016 12:15,9/29/2016 12:21,,,,,,,,,,,,,9/29/2016 12:21,1,1,0,0,0,1,0,1,0,5,5,1818,Tbilisi,Kvareli,9/29/2016 9:45,9/29/2016 12:21,TBS-Kvareli / Kvareli--TBS,123,From Tbilisi
241,2nd wave - Non-anonimous,2nd wave - Treatment,241,1,Keep,Same direction or one trip only,Tbilisi-Martvili,Martvili,240,70,228,12,12,0,0,0,2,0,0,0,14,9/27/2016 9:17,9/27/2016 9:47,9/27/2016 9:47,9/27/2016 10:17,9/27/2016 10:17,9/27/2016 10:47,9/27/2016 10:47,9/27/2016 11:17,9/27/2016 11:17,9/27/2016 11:47,9/27/2016 11:47,9/27/2016 12:17,9/27/2016 12:17,9/27/2016 12:47,9/27/2016 12:47,9/27/2016 13:17,,,,,,,,,9/27/2016 13:17,1,-1,0,1,0,1,0,1,0,4,5,1833,Tbilisi,Martvili,9/27/2016 9:17,9/27/2016 13:17,TBS-Martvili / Martvili--TBS,266,From Tbilisi
242,3rd wave - Anonimous,3rd wave - New or former control,242,1,Keep,Same direction or one trip only,Tbilisi-Kutaisi,Kutaisi,204,67.26316071,190,14,4,0,1,0,11,0,0,0,16,10/18/2016 12:11,10/18/2016 12:41,10/18/2016 12:41,10/18/2016 13:11,10/18/2016 13:11,10/18/2016 13:41,10/18/2016 13:41,10/18/2016 14:15,10/18/2016 14:15,10/18/2016 14:42,10/18/2016 14:42,10/18/2016 15:11,10/18/2016 15:11,10/18/2016 15:35,,,,,,,,,,,10/18/2016 15:35,1,1,0,0,0,1,0,1,0,4,4,1842,Tbilisi,Kutaisi,10/18/2016 12:11,10/18/2016 15:35,TBS-Kutaisi / Kutaisi--TBS,213,From Tbilisi
243,2nd wave - Non-anonimous,2nd wave - Treatment,234,1,Keep,Same direction or one trip only,Martvili-Tbilisi,Martvili,267,63.58565903,251,16,1,0,0,0,0,0,0,0,1,9/27/2016 16:33,9/27/2016 17:03,9/27/2016 17:03,9/27/2016 17:33,9/27/2016 17:33,9/27/2016 18:03,9/27/2016 18:03,9/27/2016 18:33,9/27/2016 18:33,9/27/2016 19:03,9/27/2016 19:03,9/27/2016 19:33,9/27/2016 19:33,9/27/2016 20:03,9/27/2016 20:03,9/27/2016 20:33,9/27/2016 20:33,9/27/2016 21:00,,,,,,,9/27/2016 21:00,0,-1,0,0,0,1,0,1,0,4,4,1833,Martvili,Tbilisi,9/27/2016 16:33,9/27/2016 21:00,TBS-Martvili / Martvili--TBS,266,To Tbilisi
244,2nd wave - Non-anonimous,2nd wave - Treatment,244,1,Keep,Same direction or one trip only,Zestaponi-Tbilisi,Zestaponi,130,84.375,128,2,0,0,0,0,0,0,0,0,0,9/27/2016 14:04,9/27/2016 14:34,9/27/2016 14:34,9/27/2016 15:04,9/27/2016 15:04,9/27/2016 15:34,9/27/2016 15:34,9/27/2016 16:04,9/27/2016 16:04,9/27/2016 16:14,,,,,,,,,,,,,,,9/27/2016 16:15,1,1,0,0,0,1,0,1,0,5,5,1828,Zestaponi,Tbilisi,9/27/2016 14:04,9/27/2016 16:14,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
245,3rd wave - Anonimous,3rd wave - Former treatment,25,0,Drop,Observation filtered out,Chargali-Tbilisi,Zhinvali,115,38.08695602,115,0,1,0,1,2,0,0,0,0,4,10/20/2016 13:35,10/20/2016 14:05,10/20/2016 14:05,10/20/2016 14:35,10/20/2016 14:35,10/20/2016 15:05,10/20/2016 15:05,10/20/2016 15:30,,,,,,,,,,,,,,,,,10/20/2016 15:30,1,1,0,0,1,0,0,1,0,4,4,1805,Chargali,Tbilisi,10/20/2016 13:35,10/20/2016 15:30,TBS-Chargali / Chargali--TBS,73,To Tbilisi
246,2nd wave - Non-anonimous,2nd wave - Treatment,246,1,Keep,Same direction or one trip only,Tbilisi-Bakuriani,Bakuriani,150,66.80000305,150,0,0,0,0,0,0,0,0,0,0,9/27/2016 9:44,9/27/2016 10:14,9/27/2016 10:14,9/27/2016 10:44,9/27/2016 10:44,9/27/2016 11:14,9/27/2016 11:14,9/27/2016 11:44,9/27/2016 11:44,9/27/2016 12:14,,,,,,,,,,,,,,,9/27/2016 12:14,0,1,0,0,0,1,0,1,0,5,5,1832,Tbilisi,Bakuriani,9/27/2016 9:44,9/27/2016 12:14,TBS-Bakuriani / Bakuriani--TBS,167,From Tbilisi
247,1st wave - Anonimous,1st wave - Control,125,1,Keep,Same direction or one trip only,Tbilisi-Chiatura,Sachkhere,146,81.59999847,125,21,2,0,3,0,1,3,1,0,10,9/21/2016 8:27,9/21/2016 8:53,9/21/2016 8:58,9/21/2016 8:58,9/21/2016 8:58,9/21/2016 9:28,9/21/2016 9:28,9/21/2016 9:58,9/21/2016 9:58,9/21/2016 10:28,9/21/2016 10:28,9/21/2016 10:53,,,,,,,,,,,,,9/21/2016 10:55,1,1,0,0,0,1,-2,1,0,3,3,1818,Tbilisi,Chiatura,9/21/2016 8:27,9/21/2016 10:53,TBS-Chiatura / Chiatura--TBS,170,From Tbilisi
248,2nd wave - Non-anonimous,2nd wave - Treatment,210,1,Keep,Same direction or one trip only,Khashuri-Tbilisi,Khashuri,82,86.58227539,79,3,2,0,0,0,0,0,0,0,2,9/28/2016 13:00,9/28/2016 13:30,9/28/2016 13:30,9/28/2016 14:00,9/28/2016 14:00,9/28/2016 14:22,,,,,,,,,,,,,,,,,,,9/28/2016 14:38,0,0,0,0,1,0,0,0,0,4,4,1819,Khashuri,Tbilisi,9/28/2016 13:00,9/28/2016 14:22,TBS-Khashuri / Khashuri--TBS,114,To Tbilisi
249,1st wave - Anonimous,1st wave - Control,132,1,Keep,Same direction or one trip only,Tbilisi-Kutaisi,Kutaisi,206,70.60773468,181,25,5,0,5,0,3,0,0,0,13,9/21/2016 8:17,9/21/2016 8:47,9/21/2016 8:47,9/21/2016 9:17,9/21/2016 9:17,9/21/2016 9:47,9/21/2016 9:47,9/21/2016 10:17,9/21/2016 10:17,9/21/2016 10:47,9/21/2016 10:47,9/21/2016 11:17,9/21/2016 11:17,9/21/2016 11:43,,,,,,,,,,,9/21/2016 11:43,1,1,0,0,0,1,0,1,0,5,5,1828,Tbilisi,Kutaisi,9/21/2016 8:17,9/21/2016 11:43,TBS-Kutaisi / Kutaisi--TBS,213,From Tbilisi
250,1st wave - Anonimous,1st wave - Control,18,1,Keep,Same direction or one trip only,Borjomi-Tbilisi,Borjomi,104,83.88349152,103,1,3,0,0,0,0,0,0,0,3,9/21/2016 14:02,9/21/2016 14:32,9/21/2016 14:32,9/21/2016 15:02,9/21/2016 15:02,9/21/2016 15:32,9/21/2016 15:32,9/21/2016 15:46,,,,,,,,,,,,,,,,,9/21/2016 15:47,1,0,0,0,0,1,0,1,0,5,5,1842,Borjomi,Tbilisi,9/21/2016 14:02,9/21/2016 15:46,TBS-Borjomi / Borjomi--TBS,144,To Tbilisi
251,2nd wave - Non-anonimous,2nd wave - Treatment,251,1,Keep,Same direction or one trip only,Terjola-Tbilisi,Zestaponi,176,65.79545593,176,0,1,0,1,0,1,0,0,1,4,9/29/2016 16:04,9/29/2016 16:35,9/29/2016 16:35,9/29/2016 17:05,9/29/2016 17:05,9/29/2016 17:35,9/29/2016 17:35,9/29/2016 18:05,9/29/2016 18:05,9/29/2016 18:35,9/29/2016 18:35,9/29/2016 19:00,,,,,,,,,,,,,9/29/2016 19:00,0,1,0,0,0,1,0,1,0,5,5,1841,Terjola,Tbilisi,9/29/2016 16:04,9/29/2016 19:00,TBS-Terjola / Terjola--TBS,193,To Tbilisi
252,3rd wave - Anonimous,3rd wave - New or former control,252,1,Keep,Same direction or one trip only,Tbilisi-Mukhrani,Ksani,29,57.8571434,28,1,0,0,1,0,0,0,0,0,1,10/18/2016 13:00,10/18/2016 13:29,,,,,,,,,,,,,,,,,,,,,,,10/18/2016 13:29,1,1,1,0,0,1,0,1,0,5,5,1828,Tbilisi,Mukhrani,10/18/2016 13:00,10/18/2016 13:29,TBS-Mukhrani / Mukhrani--TBS,27,From Tbilisi
253,1st wave - Anonimous,1st wave - Control,188,1,Keep,Different directions,Kutaisi-Tbilisi,Kutaisi,195,65.53845978,195,0,1,0,7,0,8,0,0,0,16,9/21/2016 12:30,9/21/2016 13:15,9/21/2016 13:15,9/21/2016 13:30,9/21/2016 13:30,9/21/2016 14:00,9/21/2016 14:00,9/21/2016 14:30,9/21/2016 14:30,9/21/2016 15:00,9/21/2016 15:00,9/21/2016 15:30,9/21/2016 15:30,9/21/2016 15:45,,,,,,,,,,,9/21/2016 15:45,1,-1,0,0,0,1,0,1,0,4,4,1828,Kutaisi,Tbilisi,9/21/2016 12:30,9/21/2016 15:45,TBS-Kutaisi / Kutaisi--TBS,213,To Tbilisi
254,2nd wave - Non-anonimous,2nd wave - Treatment,26,1,Keep,Different directions,Gori-Tbilisi,Gori,45,93.33333588,45,0,0,0,0,0,0,0,0,0,0,9/28/2016 13:46,9/28/2016 14:16,9/28/2016 14:16,9/28/2016 14:31,,,,,,,,,,,,,,,,,,,,,9/28/2016 14:31,0,-1,0,0,1,0,0,1,0,4,3,1833,Gori,Tbilisi,9/28/2016 13:46,9/28/2016 14:31,TBS-Gori / Gori--TBS,70,To Tbilisi
255,3rd wave - Anonimous,3rd wave - New or former control,216,1,Keep,Same direction or one trip only,Okami-Tbilisi,Kaspi,31,71.61289978,31,0,0,0,0,0,0,0,0,0,0,10/18/2016 14:15,10/18/2016 14:46,,,,,,,,,,,,,,,,,,,,,,,10/18/2016 14:51,1,1,0,0,0,0,0,-1,0,3,2,1838,Okami,Tbilisi,10/18/2016 14:15,10/18/2016 14:46,TBS-Okami / Okami--TBS,37,To Tbilisi
256,3rd wave - Anonimous,3rd wave - New or former control,256,1,Keep,Same direction or one trip only,Mukhrani-Tbilisi,Ksani,25,70.43478394,23,2,0,0,0,0,1,0,0,0,1,10/20/2016 13:31,10/20/2016 13:56,,,,,,,,,,,,,,,,,,,,,,,10/20/2016 14:17,1,0,1,0,1,0,0,0,0,3,3,1819,Mukhrani,Tbilisi,10/20/2016 13:31,10/20/2016 13:56,TBS-Mukhrani / Mukhrani--TBS,27,To Tbilisi
257,3rd wave - Anonimous,3rd wave - Former treatment,257,1,Keep,Same direction or one trip only,Tianeti-Tbilisi,Zhinvali,80,49.59999847,75,5,0,0,0,0,0,0,0,0,0,10/11/2016 12:10,10/11/2016 12:40,10/11/2016 12:40,10/11/2016 13:10,10/11/2016 13:10,10/11/2016 13:30,,,,,,,,,,,,,,,,,,,10/11/2016 13:30,1,0,0,0,0,1,0,1,0,4,3,1834,Tianeti,Tbilisi,10/11/2016 12:10,10/11/2016 13:30,TBS-Tianeti / Tianeti--TBS,62,To Tbilisi
258,2nd wave - Non-anonimous,2nd wave - Treatment,139,1,Keep,Same direction or one trip only,Tbilisi-Telavi,Telavi,151,31.66666603,144,7,0,0,0,0,7,0,0,0,7,9/29/2016 10:18,9/29/2016 10:48,9/29/2016 10:48,9/29/2016 11:18,9/29/2016 11:18,9/29/2016 11:48,9/29/2016 11:48,9/29/2016 12:18,9/29/2016 12:18,9/29/2016 12:49,,,,,,,,,,,,,,,9/29/2016 12:49,1,1,0,0,1,1,0,1,0,4,4,1824,Tbilisi,Telavi,9/29/2016 10:18,9/29/2016 12:49,TBS-Telavi / Telavi--TBS,76,From Tbilisi
259,3rd wave - Anonimous,3rd wave - Former treatment,68,1,Keep,Same direction or one trip only,Tbilisi-Khashuri,Khashuri,79,87.69230652,78,1,2,0,0,0,0,0,0,0,2,10/11/2016 10:15,10/11/2016 10:45,10/11/2016 10:45,10/11/2016 11:15,10/11/2016 11:15,10/11/2016 11:34,,,,,,,,,,,,,,,,,,,10/11/2016 11:34,0,0,0,0,1,1,0,1,0,4,2,1838,Tbilisi,Khashuri,10/11/2016 10:15,10/11/2016 11:34,TBS-Khashuri / Khashuri--TBS,114,From Tbilisi
260,3rd wave - Anonimous,3rd wave - Former treatment,81,1,Keep,Same direction or one trip only,Tbilisi-Abastumani,Akhaltsikhe,203,68.125,192,11,0,0,0,0,4,0,0,0,4,10/13/2016 9:55,10/13/2016 10:25,10/13/2016 10:25,10/13/2016 10:55,10/13/2016 10:55,10/13/2016 11:25,10/13/2016 11:25,10/13/2016 11:55,10/13/2016 11:55,10/13/2016 12:25,10/13/2016 12:25,10/13/2016 12:55,10/13/2016 12:55,10/13/2016 13:18,,,,,,,,,,,10/13/2016 13:19,1,1,0,0,0,1,0,1,0,4,4,1819,Tbilisi,Abastumani,10/13/2016 9:55,10/13/2016 13:18,TBS-Abastumani / Abastumani--TBS,218,From Tbilisi
261,3rd wave - Anonimous,3rd wave - Former treatment,171,1,Keep,Same direction or one trip only,Akhalkalaki-Tbilisi,Metekhi,87,33.88235474,85,2,0,0,0,3,0,0,0,0,3,10/13/2016 10:36,10/13/2016 11:06,10/13/2016 11:06,10/13/2016 11:36,10/13/2016 11:36,10/13/2016 12:03,,,,,,,,,,,,,,,,,,,10/13/2016 12:03,1,1,1,0,1,1,0,1,0,5,5,1805,Akhalkalaki,Tbilisi,10/13/2016 10:36,10/13/2016 12:03,TBS-Akhalkalaki / Akhalkalaki--TBS,48,To Tbilisi
262,1st wave - Anonimous,1st wave - Control,262,1,Keep,Different directions,Shilda-Tbilisi,Kvareli,157,40.92715073,151,6,0,0,0,0,5,0,0,0,5,9/21/2016 15:33,9/21/2016 16:04,9/21/2016 16:04,9/21/2016 16:33,9/21/2016 16:33,9/21/2016 17:03,9/21/2016 17:03,9/21/2016 17:33,9/21/2016 17:33,9/21/2016 18:03,9/21/2016 18:03,9/21/2016 18:10,,,,,,,,,,,,,9/21/2016 18:28,1,1,0,0,1,1,0,1,1,2,2,1810,Shilda,Tbilisi,9/21/2016 15:33,9/21/2016 18:10,TBS-Shilda / Shilda--TBS,103,To Tbilisi
263,2nd wave - Non-anonimous,2nd wave - Treatment,263,1,Keep,Same direction or one trip only,Tbilisi-Akhaltsikhe,Akhaltsikhe,176,70.05988312,167,9,5,0,0,0,2,0,0,0,7,9/27/2016 8:00,9/27/2016 8:30,9/27/2016 8:30,9/27/2016 9:00,9/27/2016 9:00,9/27/2016 9:30,9/27/2016 9:30,9/27/2016 10:00,9/27/2016 10:00,9/27/2016 10:00,9/27/2016 10:30,9/27/2016 10:55,9/27/2016 10:55,9/27/2016 10:56,,,,,,,,,,,9/27/2016 10:56,1,1,0,0,0,1,0,1,0,4,4,1853,Tbilisi,Akhaltsikhe,9/27/2016 8:00,9/27/2016 10:56,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,From Tbilisi
264,2nd wave - Non-anonimous,2nd wave - Treatment,150,1,Keep,Same direction or one trip only,Tsikhisdziri-Tbilisi,Ksani,34,47.64706039,34,0,0,0,0,0,0,0,0,0,0,9/28/2016 11:59,9/28/2016 12:29,9/28/2016 12:29,9/28/2016 12:33,,,,,,,,,,,,,,,,,,,,,9/28/2016 12:33,1,1,0,0,0,1,0,1,0,4,5,1832,Tsikhisdziri,Tbilisi,9/28/2016 11:59,9/28/2016 12:33,TBS-Tsikhisdziri / Tsikhisdziri--TBS,27,To Tbilisi
265,2nd wave - Non-anonimous,2nd wave - Treatment,265,1,Keep,Same direction or one trip only,Akhaltsikhe-Tbilisi,Akhaltsikhe,165,73.125,160,5,3,0,6,0,5,4,0,0,18,9/27/2016 12:00,9/27/2016 12:30,9/27/2016 12:30,9/27/2016 13:00,9/27/2016 13:00,9/27/2016 13:30,9/27/2016 13:30,9/27/2016 14:00,9/27/2016 14:00,9/27/2016 14:29,9/27/2016 14:30,9/27/2016 14:45,,,,,,,,,,,,,9/27/2016 14:45,1,1,0,1,0,1,0,1,0,3,3,1853,Akhaltsikhe,Tbilisi,9/27/2016 12:00,9/27/2016 14:45,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,To Tbilisi
266,1st wave - Anonimous,1st wave - Control,85,1,Keep,Different directions,Tbilisi-Akhmeta,Telavi,117,50.5263176,114,3,3,0,0,4,5,2,0,0,14,9/20/2016 13:31,9/20/2016 14:01,9/20/2016 14:01,9/20/2016 14:31,9/20/2016 14:31,9/20/2016 15:01,9/20/2016 15:01,9/20/2016 15:28,,,,,,,,,,,,,,,,,9/20/2016 15:28,1,1,0,0,1,1,0,1,0,4,5,1805,Tbilisi,Akhmeta,9/20/2016 13:31,9/20/2016 15:28,TBS-Akhmeta / Akhmeta--TBS,96,From Tbilisi
267,3rd wave - Anonimous,3rd wave - New or former control,267,1,Keep,Same direction or one trip only,Chokhatauri-Tbilisi,Samtredia,285,57.05263138,285,0,3,1,0,0,6,10,0,0,20,10/20/2016 18:30,10/20/2016 19:00,10/20/2016 19:00,10/20/2016 19:30,10/20/2016 19:30,10/20/2016 20:00,10/20/2016 20:00,10/20/2016 20:31,10/20/2016 20:31,10/20/2016 21:00,10/20/2016 21:00,10/20/2016 21:31,10/20/2016 21:31,10/20/2016 21:59,10/20/2016 21:59,10/20/2016 22:31,10/20/2016 22:31,10/20/2016 23:02,10/20/2016 23:02,10/20/2016 23:15,,,,,10/20/2016 23:15,1,1,0,1,0,1,0,1,0,3,3,1851,Chokhatauri,Tbilisi,10/20/2016 18:30,10/20/2016 23:15,TBS-Chokhatauri / Chokhatauri--TBS,271,To Tbilisi
